area,statistic,age_category,quantity,State
Cowper,Total participants,70-74 years,8922.0,New South Wales
Cowper,Eligible participants,70-74 years,9792.0,New South Wales
Cowper,Participation rate (%),70-74 years,91.1,New South Wales
Cowper,Total participants,75-79 years,6244.0,New South Wales
Cowper,Eligible participants,75-79 years,6883.0,New South Wales
Cowper,Participation rate (%),75-79 years,90.7,New South Wales
Cowper,Total participants,80-84 years,4392.0,New South Wales
Cowper,Eligible participants,80-84 years,4971.0,New South Wales
Cowper,Participation rate (%),80-84 years,88.4,New South Wales
Cowper,Total participants,85 years and over,4101.0,New South Wales
Cowper,Eligible participants,85 years and over,5088.0,New South Wales
Cowper,Participation rate (%),85 years and over,80.6,New South Wales
Cowper,Total participants,Age or gender ndf,498.0,New South Wales
Cowper,Eligible participants,Age or gender ndf,601.0,New South Wales
Cowper,Participation rate (%),Age or gender ndf,82.9,New South Wales
Cowper,Total participants,Total Persons,96125.0,New South Wales
Cowper,Eligible participants,Total Persons,121322.0,New South Wales
Cowper,Participation rate (%),Total Persons,79.2,New South Wales
Cunningham,Total participants,18-19 years,2810.0,New South Wales
Cunningham,Eligible participants,18-19 years,3517.0,New South Wales
Cunningham,Participation rate (%),18-19 years,79.9,New South Wales
Cunningham,Total participants,20-24 years,8203.0,New South Wales
Cunningham,Eligible participants,20-24 years,10597.0,New South Wales
Cunningham,Participation rate (%),20-24 years,77.4,New South Wales
Cunningham,Total participants,25-29 years,7041.0,New South Wales
Cunningham,Eligible participants,25-29 years,9334.0,New South Wales
Cunningham,Participation rate (%),25-29 years,75.4,New South Wales
Cunningham,Total participants,30-34 years,6707.0,New South Wales
Cunningham,Eligible participants,30-34 years,8739.0,New South Wales
Cunningham,Participation rate (%),30-34 years,76.7,New South Wales
Cunningham,Total participants,35-39 years,6564.0,New South Wales
Cunningham,Eligible participants,35-39 years,8611.0,New South Wales
Cunningham,Participation rate (%),35-39 years,76.2,New South Wales
Cunningham,Total participants,40-44 years,7276.0,New South Wales
Cunningham,Eligible participants,40-44 years,9299.0,New South Wales
Cunningham,Participation rate (%),40-44 years,78.2,New South Wales
Cunningham,Total participants,45-49 years,7611.0,New South Wales
Cunningham,Eligible participants,45-49 years,9443.0,New South Wales
Cunningham,Participation rate (%),45-49 years,80.6,New South Wales
Cunningham,Total participants,50-54 years,7723.0,New South Wales
Cunningham,Eligible participants,50-54 years,9320.0,New South Wales
Cunningham,Participation rate (%),50-54 years,82.9,New South Wales
Cunningham,Total participants,55-59 years,8199.0,New South Wales
Cunningham,Eligible participants,55-59 years,9626.0,New South Wales
Cunningham,Participation rate (%),55-59 years,85.2,New South Wales
Cunningham,Total participants,60-64 years,7454.0,New South Wales
Cunningham,Eligible participants,60-64 years,8455.0,New South Wales
Cunningham,Participation rate (%),60-64 years,88.2,New South Wales
Cunningham,Total participants,65-69 years,6567.0,New South Wales
Cunningham,Eligible participants,65-69 years,7314.0,New South Wales
Cunningham,Participation rate (%),65-69 years,89.8,New South Wales
Cunningham,Total participants,70-74 years,5610.0,New South Wales
Cunningham,Eligible participants,70-74 years,6221.0,New South Wales
Cunningham,Participation rate (%),70-74 years,90.2,New South Wales
Cunningham,Total participants,75-79 years,4249.0,New South Wales
Cunningham,Eligible participants,75-79 years,4746.0,New South Wales
Cunningham,Participation rate (%),75-79 years,89.5,New South Wales
Cunningham,Total participants,80-84 years,3084.0,New South Wales
Cunningham,Eligible participants,80-84 years,3566.0,New South Wales
Cunningham,Participation rate (%),80-84 years,86.5,New South Wales
Cunningham,Total participants,85 years and over,3142.0,New South Wales
Cunningham,Eligible participants,85 years and over,3919.0,New South Wales
Cunningham,Participation rate (%),85 years and over,80.2,New South Wales
Cunningham,Total participants,Age or gender ndf,774.0,New South Wales
Cunningham,Eligible participants,Age or gender ndf,914.0,New South Wales
Cunningham,Participation rate (%),Age or gender ndf,84.7,New South Wales
Cunningham,Total participants,Total Persons,93014.0,New South Wales
Cunningham,Eligible participants,Total Persons,113621.0,New South Wales
Cunningham,Participation rate (%),Total Persons,81.9,New South Wales
Dobell,Total participants,18-19 years,2664.0,New South Wales
Dobell,Eligible participants,18-19 years,3463.0,New South Wales
Dobell,Participation rate (%),18-19 years,76.9,New South Wales
Dobell,Total participants,20-24 years,6660.0,New South Wales
Dobell,Eligible participants,20-24 years,9405.0,New South Wales
Dobell,Participation rate (%),20-24 years,70.8,New South Wales
Dobell,Total participants,25-29 years,6119.0,New South Wales
Dobell,Eligible participants,25-29 years,8764.0,New South Wales
Dobell,Participation rate (%),25-29 years,69.8,New South Wales
Dobell,Total participants,30-34 years,6164.0,New South Wales
Dobell,Eligible participants,30-34 years,8626.0,New South Wales
Dobell,Participation rate (%),30-34 years,71.5,New South Wales
Dobell,Total participants,35-39 years,6065.0,New South Wales
Dobell,Eligible participants,35-39 years,8604.0,New South Wales
Dobell,Participation rate (%),35-39 years,70.5,New South Wales
Dobell,Total participants,40-44 years,6518.0,New South Wales
Dobell,Eligible participants,40-44 years,8882.0,New South Wales
Dobell,Participation rate (%),40-44 years,73.4,New South Wales
Dobell,Total participants,45-49 years,7421.0,New South Wales
Dobell,Eligible participants,45-49 years,9711.0,New South Wales
Dobell,Participation rate (%),45-49 years,76.4,New South Wales
Dobell,Total participants,50-54 years,7269.0,New South Wales
Dobell,Eligible participants,50-54 years,9126.0,New South Wales
Dobell,Participation rate (%),50-54 years,79.7,New South Wales
Dobell,Total participants,55-59 years,7975.0,New South Wales
Dobell,Eligible participants,55-59 years,9566.0,New South Wales
Dobell,Participation rate (%),55-59 years,83.4,New South Wales
Dobell,Total participants,60-64 years,7629.0,New South Wales
Dobell,Eligible participants,60-64 years,8851.0,New South Wales
Dobell,Participation rate (%),60-64 years,86.2,New South Wales
Dobell,Total participants,65-69 years,7459.0,New South Wales
Dobell,Eligible participants,65-69 years,8352.0,New South Wales
Dobell,Participation rate (%),65-69 years,89.3,New South Wales
Dobell,Total participants,70-74 years,6461.0,New South Wales
Dobell,Eligible participants,70-74 years,7191.0,New South Wales
Dobell,Participation rate (%),70-74 years,89.8,New South Wales
Dobell,Total participants,75-79 years,4766.0,New South Wales
Dobell,Eligible participants,75-79 years,5288.0,New South Wales
Dobell,Participation rate (%),75-79 years,90.1,New South Wales
Dobell,Total participants,80-84 years,3304.0,New South Wales
Dobell,Eligible participants,80-84 years,3769.0,New South Wales
Dobell,Participation rate (%),80-84 years,87.7,New South Wales
Dobell,Total participants,85 years and over,3440.0,New South Wales
Dobell,Eligible participants,85 years and over,4380.0,New South Wales
Dobell,Participation rate (%),85 years and over,78.5,New South Wales
Dobell,Total participants,Age or gender ndf,803.0,New South Wales
Dobell,Eligible participants,Age or gender ndf,1014.0,New South Wales
Dobell,Participation rate (%),Age or gender ndf,79.2,New South Wales
Dobell,Total participants,Total Persons,90717.0,New South Wales
Dobell,Eligible participants,Total Persons,114992.0,New South Wales
Dobell,Participation rate (%),Total Persons,78.9,New South Wales
Eden-Monaro,Total participants,18-19 years,2095.0,New South Wales
Eden-Monaro,Eligible participants,18-19 years,2740.0,New South Wales
Eden-Monaro,Participation rate (%),18-19 years,76.5,New South Wales
Eden-Monaro,Total participants,20-24 years,4827.0,New South Wales
Eden-Monaro,Eligible participants,20-24 years,6894.0,New South Wales
Eden-Monaro,Participation rate (%),20-24 years,70.0,New South Wales
Eden-Monaro,Total participants,25-29 years,5031.0,New South Wales
Eden-Monaro,Eligible participants,25-29 years,7128.0,New South Wales
Eden-Monaro,Participation rate (%),25-29 years,70.6,New South Wales
Eden-Monaro,Total participants,30-34 years,5409.0,New South Wales
Eden-Monaro,Eligible participants,30-34 years,7559.0,New South Wales
Eden-Monaro,Participation rate (%),30-34 years,71.6,New South Wales
Eden-Monaro,Total participants,35-39 years,5590.0,New South Wales
Eden-Monaro,Eligible participants,35-39 years,7656.0,New South Wales
Eden-Monaro,Participation rate (%),35-39 years,73.0,New South Wales
Eden-Monaro,Total participants,40-44 years,6606.0,New South Wales
Eden-Monaro,Eligible participants,40-44 years,8795.0,New South Wales
Eden-Monaro,Participation rate (%),40-44 years,75.1,New South Wales
Eden-Monaro,Total participants,45-49 years,7923.0,New South Wales
Eden-Monaro,Eligible participants,45-49 years,10250.0,New South Wales
Eden-Monaro,Participation rate (%),45-49 years,77.3,New South Wales
Eden-Monaro,Total participants,50-54 years,8292.0,New South Wales
Eden-Monaro,Eligible participants,50-54 years,10211.0,New South Wales
Eden-Monaro,Participation rate (%),50-54 years,81.2,New South Wales
Eden-Monaro,Total participants,55-59 years,9247.0,New South Wales
Eden-Monaro,Eligible participants,55-59 years,11010.0,New South Wales
Eden-Monaro,Participation rate (%),55-59 years,84.0,New South Wales
Eden-Monaro,Total participants,60-64 years,8954.0,New South Wales
Eden-Monaro,Eligible participants,60-64 years,10338.0,New South Wales
Eden-Monaro,Participation rate (%),60-64 years,86.6,New South Wales
Eden-Monaro,Total participants,65-69 years,8188.0,New South Wales
Eden-Monaro,Eligible participants,65-69 years,9269.0,New South Wales
Eden-Monaro,Participation rate (%),65-69 years,88.3,New South Wales
Eden-Monaro,Total participants,70-74 years,6402.0,New South Wales
Eden-Monaro,Eligible participants,70-74 years,7143.0,New South Wales
Eden-Monaro,Participation rate (%),70-74 years,89.6,New South Wales
Eden-Monaro,Total participants,75-79 years,4237.0,New South Wales
Eden-Monaro,Eligible participants,75-79 years,4816.0,New South Wales
Eden-Monaro,Participation rate (%),75-79 years,88.0,New South Wales
Eden-Monaro,Total participants,80-84 years,2598.0,New South Wales
Eden-Monaro,Eligible participants,80-84 years,3008.0,New South Wales
Eden-Monaro,Participation rate (%),80-84 years,86.4,New South Wales
Eden-Monaro,Total participants,85 years and over,2309.0,New South Wales
Eden-Monaro,Eligible participants,85 years and over,2899.0,New South Wales
Eden-Monaro,Participation rate (%),85 years and over,79.6,New South Wales
Eden-Monaro,Total participants,Age or gender ndf,690.0,New South Wales
Eden-Monaro,Eligible participants,Age or gender ndf,821.0,New South Wales
Eden-Monaro,Participation rate (%),Age or gender ndf,84.0,New South Wales
Eden-Monaro,Total participants,Total Persons,88398.0,New South Wales
Eden-Monaro,Eligible participants,Total Persons,110537.0,New South Wales
Eden-Monaro,Participation rate (%),Total Persons,80.0,New South Wales
Farrer,Total participants,18-19 years,2253.0,New South Wales
Farrer,Eligible participants,18-19 years,3066.0,New South Wales
Farrer,Participation rate (%),18-19 years,73.5,New South Wales
Farrer,Total participants,20-24 years,5486.0,New South Wales
Farrer,Eligible participants,20-24 years,8520.0,New South Wales
Farrer,Participation rate (%),20-24 years,64.4,New South Wales
Farrer,Total participants,25-29 years,5086.0,New South Wales
Farrer,Eligible participants,25-29 years,7674.0,New South Wales
Farrer,Participation rate (%),25-29 years,66.3,New South Wales
Farrer,Total participants,30-34 years,4908.0,New South Wales
Farrer,Eligible participants,30-34 years,7415.0,New South Wales
Farrer,Participation rate (%),30-34 years,66.2,New South Wales
Farrer,Total participants,35-39 years,5261.0,New South Wales
Farrer,Eligible participants,35-39 years,7638.0,New South Wales
Farrer,Participation rate (%),35-39 years,68.9,New South Wales
Farrer,Total participants,40-44 years,5813.0,New South Wales
Farrer,Eligible participants,40-44 years,8246.0,New South Wales
Farrer,Participation rate (%),40-44 years,70.5,New South Wales
Farrer,Total participants,45-49 years,6869.0,New South Wales
Farrer,Eligible participants,45-49 years,9249.0,New South Wales
Farrer,Participation rate (%),45-49 years,74.3,New South Wales
Farrer,Total participants,50-54 years,7342.0,New South Wales
